path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription	dataset	assay	libraryType	individualID	isMultiSpecimen	program	resourceType	specimenID	project	dataLevel	fileFormat	dataType	platform
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L001_R1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L001_R1_001.fastq.gz	syn26370153	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L001_I1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L001_I1_001.fastq.gz	syn26370180	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L002_I1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L002_I1_001.fastq.gz	syn26370179	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L002_R1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L002_R1_001.fastq.gz	syn26370189	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L002_R2_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L002_R2_001.fastq.gz	syn26370183	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L001_R2_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L001_R2_001.fastq.gz	syn26370096	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L003_I1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L003_I1_001.fastq.gz	syn26370012	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L003_R1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L003_R1_001.fastq.gz	syn26370187	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L004_I1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L004_I1_001.fastq.gz	syn26370184	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L003_R2_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L003_R2_001.fastq.gz	syn26370190	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L004_R1_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L004_R1_001.fastq.gz	syn26370017	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_PBL_BT_FB/301_0270_PBL_BT_FB_S47_L004_R2_001.fastq.gz	syn26367899	301_0270_PBL_BT_FB_S47_L004_R2_001.fastq.gz	syn26370181	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_PBL_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L001_I1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L001_I1_001.fastq.gz	syn26370337	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L004_I1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L004_I1_001.fastq.gz	syn26370330	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L002_R1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L002_R1_001.fastq.gz	syn26370334	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L003_I1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L003_I1_001.fastq.gz	syn26370339	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L001_R1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L001_R1_001.fastq.gz	syn26370342	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L001_R2_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L001_R2_001.fastq.gz	syn26370341	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L003_R2_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L003_R2_001.fastq.gz	syn26370343	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L002_I1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L002_I1_001.fastq.gz	syn26370331	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L004_R2_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L004_R2_001.fastq.gz	syn26370336	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L002_R2_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L002_R2_001.fastq.gz	syn26370335	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L003_R1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L003_R1_001.fastq.gz	syn26370338	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_FB/301_0174_Syn_PC_FB_S45_L004_R1_001.fastq.gz	syn26367914	301_0174_Syn_PC_FB_S45_L004_R1_001.fastq.gz	syn26370340	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L001_R1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L001_R1_001.fastq.gz	syn26370348	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L002_I1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L002_I1_001.fastq.gz	syn26370350	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L001_I1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L001_I1_001.fastq.gz	syn26370359	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L001_R2_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L001_R2_001.fastq.gz	syn26370352	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L002_R1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L002_R1_001.fastq.gz	syn26370361	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L003_I1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L003_I1_001.fastq.gz	syn26370347	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L002_R2_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L002_R2_001.fastq.gz	syn26370357	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L003_R1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L003_R1_001.fastq.gz	syn26370360	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L004_I1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L004_I1_001.fastq.gz	syn26370358	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L003_R2_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L003_R2_001.fastq.gz	syn26370366	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L004_R1_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L004_R1_001.fastq.gz	syn26370349	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_PC_5/301_0174_Syn_PC_5_S21_L004_R2_001.fastq.gz	syn26367918	301_0174_Syn_PC_5_S21_L004_R2_001.fastq.gz	syn26370356	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_PC_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L001_R1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L001_R1_001.fastq.gz	syn26372420	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L001_I1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L001_I1_001.fastq.gz	syn26372415	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L002_I1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L002_I1_001.fastq.gz	syn26372422	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L001_R2_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L001_R2_001.fastq.gz	syn26372408	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L002_R1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L002_R1_001.fastq.gz	syn26372418	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L002_R2_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L002_R2_001.fastq.gz	syn26372409	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L003_I1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L003_I1_001.fastq.gz	syn26372421	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L003_R1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L003_R1_001.fastq.gz	syn26372416	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L004_I1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L004_I1_001.fastq.gz	syn26372419	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L004_R1_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L004_R1_001.fastq.gz	syn26372417	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L003_R2_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L003_R2_001.fastq.gz	syn26372423	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0174_Syn_BT_FB/301_0174_Syn_BT_FB_S44_L004_R2_001.fastq.gz	syn26367947	301_0174_Syn_BT_FB_S44_L004_R2_001.fastq.gz	syn26372414	True	application/octet-stream					syn47090942	scrnaSeq	feature barcode	301_0174	False	AMP-RA/SLE	experimentalData	Sample_301_0174_Syn_BT_FB	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
/raven/ptmp/oknight/ngs/ra/Sample_301_0270_Syn_BT_5/301_0270_Syn_BT_5_S22_L004_I1_001.fastq.gz	syn26367909	301_0270_Syn_BT_5_S22_L004_I1_001.fastq.gz	syn26370275	True	application/octet-stream					syn47090942	scrnaSeq	cDNA	301_0270	False	AMP-RA/SLE	experimentalData	Sample_301_0270_Syn_BT_5	RA_PhaseII	1.0	fastq	geneExpression	Illumina NovaSeq 6000
